Friday,21,March,2025,15:18:41:10918-VCID:2F3CCDF65B1FE61226D-807B,VCDS Version: Release 25.3.0 (arm64),Data version: 20250311 DS365.0,,,,,,,,,
,995.19,2231,40.4,1352,73.8,995.34,2231,2480.5,1669.8,82.7,995.06,2231,210,10.29,432
,995.62,2277,57.1,1904,73.8,995.75,2300,2480.5,2299,66.3,995.48,2254,321,15.75,534
,996.04,2323,66.7,1880,73.8,996.17,2346,2480.5,2831.4,40.4,995.89,2300,408,21.42,534
,996.45,2392,67.5,1840,73.8,996.6,2438,2480.5,2734.6,37.3,996.32,2392,411,22.47,534
,996.86,2484,67.3,1816,73.8,997,2484,2480.5,2577.3,33.7,996.73,2438,420,23.31,492
,997.27,2530,67.8,1808,73.8,997.41,2553,2480.5,2528.9,30.6,997.13,2507,417,23.94,525
,997.68,2599,67.5,1808,73.8,997.83,2622,2480.5,2504.7,28.2,997.55,2576,420,24.57,528
,998.1,2668,67.5,1800,73.8,998.25,2668,2468.4,2480.5,25.9,997.96,2645,417,25.2,528
,998.5,2714,67.8,1800,73.8,998.64,2737,2468.4,2468.4,23.5,998.37,2691,417,25.83,525
,998.91,2783,68.1,1808,73.8,999.04,2783,2456.3,2456.3,24.3,998.77,2760,417,26.46,525
,999.32,2737,7.1,1472,73.8,999.46,2714,1089,1863.4,91,999.18,2760,117,7.77,162
,999.74,2737,0.5,752,73.8,999.87,2737,1089,1718.2,91,999.59,2760,6,0.42,0
,1000.13,2691,0,448,73.8,1000.28,2668,1089,1657.7,91.8,1000.01,2714,0,0,0
,1000.56,2622,0,424,73.8,1000.69,2599,1089,1621.4,93.7,1000.41,2645,0,0,0
,1000.97,2530,0,440,73.8,1001.12,2507,1089,1597.2,95.3,1000.83,2576,0,0,0
,1001.36,2484,0,416,73.8,1001.49,2461,1089,1573,96.1,1001.25,2484,0,0,0
,1001.74,2415,0,1184,73.8,1001.87,2392,1076.9,1560.9,96.5,1001.62,2415,0,0,0
,1002.12,2346,0,1560,73.8,1002.26,2323,1076.9,1536.7,96.9,1002,2369,0,0,0
,1002.53,2300,0,1520,73.8,1002.65,2277,1064.8,1512.5,97.3,1002.4,2323,0,0,0
,1002.93,2231,0,1448,73.8,1003.06,2231,1064.8,1488.3,97.6,1002.79,2254,0,0,0
,1003.32,2208,0,1520,73.8,1003.46,2185,1052.7,1464.1,97.6,1003.2,2208,0,0,0
,1003.74,2162,0,1272,73.8,1003.88,2139,1052.7,1439.9,97.6,1003.6,2185,0,0,0
,1004.17,2116,0,1320,73.8,1004.3,2116,1040.6,1415.7,98,1004.02,2139,0,0,0
,1004.58,2093,0,1520,73.8,1004.73,2070,1040.6,1403.6,98,1004.44,2093,0,0,0
,1004.99,2047,0,1496,73.8,1005.14,2024,1028.5,1379.4,98,1004.86,2070,0,0,0
,1005.41,2024,0,984,73.8,1005.55,2001,1028.5,1367.3,98,1005.28,2024,0,0,0
,1005.83,1978,0,1528,73.8,1005.97,1978,1028.5,1343.1,98,1005.69,1978,0,0,0
,1006.26,1955,0,1000,73.8,1006.38,1932,1016.4,1331,98.4,1006.11,1955,0,0,0
,1006.65,1909,0,464,73.8,1006.79,1909,1016.4,1318.9,98.4,1006.52,1932,0,0,0
,1007.05,1863,0,368,73.8,1007.19,1863,1016.4,1306.8,98.4,1006.91,1886,0,0,0
,1007.46,1863,0,400,73.8,1007.59,1863,1016.4,1294.7,98.4,1007.33,1863,0,0,0
,1007.86,1840,0,408,73.8,1007.99,1840,1016.4,1282.6,98.8,1007.72,1840,0,0,0
,1008.27,1817,0,368,73.8,1008.4,1817,1028.5,1270.5,95.7,1008.13,1840,0,0,0
,1008.67,1817,3.3,544,73.8,1008.8,1817,1052.7,1282.6,89.8,1008.53,1817,15,0.63,15
,1009.07,1840,7.7,672,73.8,1009.21,1794,1149.5,1306.8,71.4,1008.93,1817,36,1.47,39
,1009.5,1817,16.5,1256,73.8,1009.63,1817,1282.6,1294.7,76.9,1009.35,1817,87,3.36,96
,1009.91,1817,18.1,1352,73.8,1010.06,1840,1282.6,1306.8,75.3,1009.77,1817,114,4.41,117
,1010.32,1840,20.6,1408,73.8,1010.44,1840,1379.4,1331,79.6,1010.17,1840,123,4.83,120
,1010.73,1886,20.9,1480,73.8,1010.87,1886,1306.8,1379.4,66.7,1010.59,1863,138,5.46,141
,1011.12,1886,16.5,1176,73.8,1011.24,1886,1234.2,1379.4,63.5,1011,1886,111,4.62,105
,1011.51,1886,12.1,936,73.8,1011.65,1886,1125.3,1318.9,62.7,1011.37,1886,93,3.99,96
,1011.92,1886,8.8,784,73.8,1012.04,1909,1113.2,1246.3,65.5,1011.78,1886,57,2.31,54
,1012.29,1909,8.2,760,73.8,1012.43,1909,1113.2,1185.8,69,1012.17,1909,51,2.1,51
,1012.68,1909,11,920,73.8,1012.81,1909,1185.8,1173.7,74.1,1012.55,1909,60,2.31,57
,1013.09,1909,8.5,888,73.8,1013.23,1909,1101.1,1185.8,88.6,1012.94,1909,81,3.36,81
,1013.49,1909,7.1,696,73.8,1013.63,1909,1089,1234.2,89,1013.35,1909,48,1.89,45
,1013.92,1886,0,392,73.8,1014.05,1886,1016.4,1234.2,98.4,1013.77,1886,21,0.84,24
,1014.33,1886,0,376,73.8,1014.47,1863,1016.4,1246.3,98.4,1014.19,1886,0,0,0
,1014.71,1863,0,368,73.8,1014.84,1863,1016.4,1246.3,98.4,1014.59,1863,0,0,0
,1015.1,1840,0,376,73.8,1015.24,1840,1016.4,1246.3,98.8,1014.96,1840,0,0,0
,1015.52,1817,0,376,73.8,1015.65,1817,1004.3,1246.3,98.8,1015.38,1840,0,0,0
,1015.93,1817,0.5,392,73.8,1016.07,1817,1016.4,1246.3,97.6,1015.79,1817,0,0,0
,1016.34,1794,0.8,400,73.8,1016.47,1794,1016.4,1246.3,96.1,1016.2,1794,3,0,3
,1016.72,1794,2.7,496,73.8,1016.86,1771,1040.6,1246.3,92.2,1016.59,1794,12,0.42,9
,1017.12,1771,3.8,576,73.8,1017.25,1771,1040.6,1258.4,91.4,1016.99,1771,21,0.84,21
,1017.53,1771,4.9,544,73.8,1017.66,1771,1052.7,1270.5,90.6,1017.39,1771,27,1.05,27
,1017.92,1771,6.3,664,73.8,1018.04,1771,1076.9,1282.6,89.8,1017.79,1771,36,1.26,36
,1018.3,1748,7.7,664,73.8,1018.44,1748,1089,1294.7,90.2,1018.16,1748,48,1.68,48
,1018.72,1748,8,704,73.8,1018.86,1748,1101.1,1318.9,71,1018.58,1748,51,1.89,51
,1019.13,1748,9.6,768,73.8,1019.27,1748,1113.2,1282.6,70.2,1019,1771,60,2.31,60
,1019.56,1748,9.9,808,73.8,1019.69,1748,1125.3,1222.1,72.9,1019.41,1748,63,2.31,63
,1019.98,1748,11,824,72.9,1020.1,1748,1149.5,1197.9,74.9,1019.84,1748,66,2.52,69
,1020.36,1748,12.9,1008,73.8,1020.5,1748,1185.8,1197.9,75.7,1020.24,1748,78,2.94,81
,1020.78,1771,14.8,1064,73.8,1020.9,1771,1222.1,1222.1,75.7,1020.64,1771,93,3.57,93
,1021.16,1771,16.5,1176,72.9,1021.3,1771,1234.2,1246.3,73.3,1021.03,1771,105,3.99,105
,1021.58,1771,15.6,1136,72.9,1021.72,1771,1197.9,1258.4,69,1021.44,1771,105,3.99,105
,1021.99,1794,13.7,976,72.9,1022.12,1794,1173.7,1258.4,67.5,1021.86,1794,90,3.57,90
,1022.39,1794,12.4,912,72.9,1022.53,1794,1173.7,1234.2,68.2,1022.24,1771,87,3.15,84
,1022.81,1794,21.4,1408,72.9,1022.94,1794,1452,1246.3,87.5,1022.66,1794,117,4.41,114
,1023.21,1794,20.6,1320,72.9,1023.33,1794,1282.6,1343.1,61.6,1023.07,1794,150,5.88,156
,1023.61,1794,18.1,1184,72.9,1023.75,1817,1282.6,1318.9,64.3,1023.47,1794,117,4.41,114
,1024.01,1817,16.5,1096,72.9,1024.14,1794,1173.7,1294.7,59.6,1023.87,1817,117,4.62,120
,1024.42,1817,11.3,832,72.9,1024.54,1817,1137.4,1234.2,62.7,1024.28,1817,75,2.94,72
,1024.82,1817,8.8,736,72.9,1024.96,1817,1101.1,1173.7,64.3,1024.68,1817,60,2.31,57
,1025.23,1794,13.5,960,72.9,1025.36,1817,1246.3,1161.6,74.9,1025.08,1817,69,2.52,60
,1025.62,1817,17.6,1216,72.9,1025.76,1817,1270.5,1197.9,72.9,1025.48,1817,108,4.2,111
,1026.04,1817,16.2,1080,72.9,1026.18,1817,1234.2,1234.2,68.2,1025.9,1794,114,4.41,108
,1026.46,1817,16.5,1128,72.9,1026.58,1794,1137.4,1246.3,60.4,1026.32,1817,105,3.99,102
,1026.87,1794,13.2,832,72.9,1027,1794,1258.4,1210,71.8,1026.73,1794,66,2.52,60
,1027.27,1794,17.3,1192,72.9,1027.42,1794,1270.5,1222.1,71,1027.14,1794,111,4.2,114
,1027.69,1794,18.9,1248,72.9,1027.83,1771,1318.9,1234.2,73.7,1027.55,1794,117,4.62,120
,1028.1,1794,25.5,1560,72.9,1028.23,1794,1536.7,1306.8,90.2,1027.97,1794,150,5.67,147
,1028.51,1771,18.4,1200,72.9,1028.64,1771,1222.1,1391.5,53.7,1028.36,1771,153,6.09,162
,1028.93,1771,15.9,1000,72.9,1029.05,1748,1197.9,1294.7,60,1028.78,1771,102,3.99,99
,1029.33,1725,8,768,72.9,1029.45,1725,1076.9,1210,91,1029.2,1748,63,2.52,48
,1029.71,1725,10.4,752,72.9,1029.86,1702,1149.5,1234.2,78.4,1029.57,1725,54,1.89,45
,1030.13,1702,17,1112,72.9,1030.28,1702,1306.8,1270.5,83.5,1030,1702,90,3.36,96
,1030.54,1725,26.1,1496,72.9,1030.68,1702,1548.8,1343.1,91.8,1030.4,1725,147,5.25,159
,1030.94,1725,28.5,1520,72.9,1031.06,1725,1548.8,1476.2,90.6,1030.81,1702,183,6.72,186
,1031.33,1702,25.8,1416,72.9,1031.46,1656,1076.9,1548.8,45.1,1031.19,1702,174,6.51,180
,1031.74,1794,20.6,880,72.9,1031.88,2047,1040.6,1379.4,29.8,1031.6,1679,15,0.63,0
,1032.16,2461,4.7,824,72.9,1032.3,2369,1076.9,1210,96.5,1032.02,2047,6,0.21,0
,1032.56,2392,0,408,72.9,1032.7,2369,1076.9,1270.5,96.9,1032.43,2415,0,0,0
,1032.96,2346,0,424,72.9,1033.09,2323,1076.9,1318.9,96.9,1032.83,2346,0,0,0
,1033.35,2300,0.8,448,72.9,1033.48,2277,1113.2,1355.2,91.4,1033.21,2300,0,0,0
,1033.76,2254,3.8,560,72,1033.9,2231,1125.3,1391.5,88.2,1033.61,2277,18,1.05,24
,1034.16,2231,4.7,576,72.9,1034.3,2208,1137.4,1403.6,87.8,1034.03,2231,24,1.26,27
,1034.58,2185,6.3,704,72,1034.72,2208,1173.7,1415.7,86.7,1034.44,2185,36,1.68,36
,1034.99,2162,10.2,1032,72,1035.13,2162,1222.1,1391.5,64.7,1034.86,2162,60,2.73,63
,1035.41,2139,11.3,1016,72,1035.56,2139,1222.1,1331,67.8,1035.28,2139,72,3.36,75
,1035.83,2139,11.3,976,72,1035.96,2139,1210,1294.7,67.8,1035.69,2139,75,3.36,75
,1036.23,2162,15.1,1232,72,1036.35,2162,1343.1,1294.7,71,1036.1,2139,84,3.78,96
,1036.63,2162,14,1072,72,1036.78,2162,1197.9,1331,62.7,1036.49,2162,102,4.83,108
,1037.04,2116,4.7,688,72,1037.18,2116,1040.6,1306.8,98,1036.91,2162,51,2.52,33
,1037.46,2116,0.5,416,72,1037.6,2116,1040.6,1306.8,97.6,1037.32,2139,6,0.21,0
,1037.88,2093,0,392,72,1038.02,2093,1040.6,1306.8,98,1037.74,2093,0,0,0
,1038.3,2070,0,400,72,1038.43,2047,1040.6,1306.8,98,1038.16,2070,0,0,0
,1038.7,2047,0.5,416,72,1038.83,2024,1052.7,1294.7,94.9,1038.57,2047,0,0,0
,1039.1,2024,2.2,456,72,1039.24,2001,1064.8,1294.7,91,1038.96,2024,9,0.42,9
,1039.51,2001,4.7,664,72,1039.65,2001,1101.1,1318.9,88.2,1039.37,2001,21,1.05,24
,1039.93,2024,6.6,728,72,1040.07,2001,1125.3,1343.1,87.5,1039.79,2001,36,1.68,39
,1040.35,2001,10.4,936,72,1040.49,2001,1234.2,1331,70.6,1040.21,2001,51,2.31,63
,1040.77,2024,17,1440,72,1040.91,2001,1355.2,1318.9,74.5,1040.63,2024,102,4.62,108
,1041.19,2024,22.5,1440,72,1041.33,2047,1512.5,1391.5,81.2,1041.05,2047,132,5.88,141
,1041.63,2093,25.3,1744,72,1041.78,2093,1621.4,1524.6,79.6,1041.48,2070,156,6.93,159
,1042.05,2139,27.7,1832,72,1042.18,2162,1669.8,1657.7,71.4,1041.91,2116,174,8.19,183
,1042.46,2185,26.9,1760,72,1042.6,2208,1585.1,1730.3,52.5,1042.32,2162,180,8.4,177
,1042.87,2254,23.1,1632,72,1042.99,2254,1464.1,1609.3,49.4,1042.74,2231,159,7.77,159
,1043.24,2277,20.3,1512,72,1043.38,2300,1355.2,1488.3,55.3,1043.12,2277,141,6.93,135
,1043.64,2323,16.2,1200,72,1043.75,2323,1318.9,1391.5,65.5,1043.51,2300,108,5.46,99
,1044.02,2346,14,1064,72,1044.15,2346,1282.6,1367.3,66.3,1043.89,2323,93,4.83,90
,1044.4,2346,12.1,1000,72,1044.54,2346,1258.4,1343.1,66.7,1044.28,2346,78,3.99,75
,1044.8,2369,10.2,928,72,1044.94,2369,1234.2,1306.8,67.8,1044.67,2346,66,3.57,66
,1045.21,2346,9.6,912,72,1045.34,2346,1234.2,1282.6,68.6,1045.08,2369,60,3.15,60
,1045.62,2346,8.8,872,72,1045.75,2346,1197.9,1270.5,66.7,1045.47,2346,57,2.94,57
,1046.01,2346,7.7,800,72,1046.15,2346,1185.8,1246.3,66.3,1045.87,2346,48,2.52,45
,1046.42,2277,2.7,392,72,1046.56,2323,1076.9,1246.3,96.9,1046.28,2346,33,1.89,39
,1046.82,2300,0,424,71.1,1046.94,2300,1064.8,1294.7,97.3,1046.69,2323,6,0.21,0
,1047.23,2277,0,416,71.1,1047.37,2277,1064.8,1331,97.3,1047.08,2300,0,0,0
,1047.65,2254,0,416,71.1,1047.79,2231,1064.8,1343.1,97.6,1047.51,2254,0,0,0
,1048.06,2208,0,416,71.1,1048.2,2185,1052.7,1343.1,97.6,1047.93,2208,0,0,0
,1048.47,2162,0,408,71.1,1048.62,2139,1052.7,1343.1,97.6,1048.34,2185,0,0,0
,1048.87,2116,0,416,71.1,1049,2116,1040.6,1331,97.6,1048.75,2139,0,0,0
,1049.26,2093,0,416,71.1,1049.38,2070,1040.6,1318.9,98,1049.14,2093,0,0,0
,1049.67,2070,0,416,71.1,1049.8,2047,1040.6,1306.8,98,1049.52,2070,0,0,0
,1050.08,2047,0,416,71.1,1050.22,2024,1028.5,1294.7,98,1049.94,2047,0,0,0
,1050.5,2001,0,416,71.1,1050.63,2001,1028.5,1294.7,98,1050.36,2024,0,0,0
,1050.89,1978,0,408,71.1,1051.02,1978,1028.5,1282.6,98,1050.76,1978,0,0,0
,1051.3,1955,0.3,384,71.1,1051.44,1955,1052.7,1270.5,93.7,1051.16,1955,0,0,0
,1051.73,1932,4.7,648,71.1,1051.86,1932,1113.2,1282.6,88.2,1051.59,1932,15,0.63,18
,1052.11,1955,9.6,904,71.1,1052.25,1932,1149.5,1294.7,70.2,1051.97,1955,45,1.89,48
,1052.53,1932,9.1,768,71.1,1052.67,1932,1125.3,1246.3,71.8,1052.39,1932,57,2.31,63
,1052.94,1932,8,744,71.1,1053.08,1932,1101.1,1222.1,88.2,1052.8,1932,54,2.31,51
,1053.35,1932,7.4,840,71.1,1053.49,1932,1113.2,1258.4,88.2,1053.21,1932,48,1.89,45
,1053.76,1932,7.7,872,71.1,1053.88,1932,1113.2,1270.5,88.2,1053.63,1932,45,1.89,48
,1054.15,1909,8,768,71.1,1054.27,1909,1113.2,1282.6,88.2,1054.02,1909,48,2.1,48
,1054.55,1909,9.9,928,71.1,1054.69,1932,1185.8,1294.7,73.7,1054.41,1909,54,2.1,54
,1054.97,1909,12.9,1112,71.1,1055.08,1932,1222.1,1282.6,74.5,1054.83,1932,81,3.15,81
,1055.36,1932,15.9,1256,71.1,1055.51,1955,1270.5,1306.8,72.9,1055.23,1932,99,4.2,105
,1055.78,1955,17.6,1392,71.1,1055.91,1955,1331,1331,71,1055.65,1955,105,4.41,105
,1056.19,1978,18.4,1392,71.1,1056.33,1978,1306.8,1367.3,66.3,1056.05,1978,117,5.04,123
,1056.61,2001,16.7,1280,71.1,1056.75,2001,1270.5,1367.3,64.3,1056.47,2001,111,4.83,111
,1056.99,2024,15.9,1232,71.1,1057.13,2024,1270.5,1331,65.9,1056.87,2001,102,4.41,99
,1057.42,2024,15.6,1184,71.1,1057.54,2047,1258.4,1318.9,66.7,1057.27,2024,102,4.41,102
,1057.82,2047,14,1056,71.1,1057.95,2047,1234.2,1294.7,66.3,1057.67,2047,90,3.99,90
,1058.21,2047,13.5,1040,71.1,1058.35,2047,1222.1,1282.6,66.7,1058.07,2047,87,3.78,87
,1058.61,2047,8.5,816,71.1,1058.73,2047,1113.2,1258.4,87.8,1058.47,2047,72,3.15,69
,1059,2047,6.9,720,71.1,1059.12,2047,1113.2,1282.6,87.8,1058.86,2047,45,2.1,42
,1059.38,2024,6.9,736,71.1,1059.52,2024,1113.2,1294.7,87.8,1059.24,2047,39,1.89,39
,1059.78,2024,7.7,792,71.1,1059.91,2024,1161.6,1306.8,71.4,1059.65,2024,42,1.89,42
,1060.19,2024,6,864,71.1,1060.32,1978,1028.5,1282.6,98,1060.05,2024,60,2.73,66
,1060.57,2001,0.8,416,71.1,1060.71,1978,1028.5,1270.5,98,1060.45,1978,3,0,0
,1060.98,1978,0,392,71.1,1061.1,1955,1028.5,1258.4,98.4,1060.85,1978,0,0,0
,1061.37,1932,0,384,71.1,1061.5,1909,1016.4,1258.4,98.4,1061.22,1955,0,0,0
,1061.78,1863,0,384,71.1,1061.9,1840,1016.4,1246.3,98.8,1061.65,1886,0,0,0
,1062.18,1794,0,368,71.1,1062.31,1771,1004.3,1234.2,98.8,1062.04,1817,0,0,0
,1062.56,1702,0,368,71.1,1062.7,1702,1004.3,1222.1,98.8,1062.43,1725,0,0,0
,1062.96,1679,0,352,71.1,1063.1,1679,1004.3,1197.9,98.8,1062.84,1679,0,0,0
,1063.38,1656,0,368,71.1,1063.53,1518,1004.3,1185.8,98.8,1063.24,1679,0,0,0
,1063.82,1955,2.5,648,71.1,1063.95,1909,1016.4,1246.3,98.4,1063.67,1794,165,6.3,189
,1064.24,2093,0,384,71.1,1064.38,2231,1064.8,1246.3,97.6,1064.09,2001,0,0,0
,1064.66,2369,0,440,71.1,1064.8,2369,1076.9,1282.6,96.9,1064.52,2369,0,0,0
,1065.06,2323,0,432,71.1,1065.18,2277,1064.8,1331,97.3,1064.93,2323,0,0,0
,1065.46,2254,0,424,71.1,1065.6,2208,1064.8,1343.1,96.5,1065.32,2254,0,0,0
,1065.88,2185,1.1,472,71.1,1066.01,2139,1064.8,1331,94.9,1065.75,2185,3,0,3
,1066.26,2116,1.9,496,71.1,1066.4,2093,1089,1331,91,1066.14,2139,6,0.42,9
,1066.67,2070,5.5,712,71.1,1066.82,2070,1173.7,1331,70.6,1066.53,2093,21,1.05,33
,1067.07,2070,13.5,1040,71.1,1067.21,2070,1294.7,1306.8,75.7,1066.95,2093,48,2.31,66
,1067.49,2093,16.7,1520,71.1,1067.63,2116,1476.2,1331,83.5,1067.35,2070,93,4.2,111
,1067.88,2162,24.7,1384,70.2,1068.02,2208,1706.1,1439.9,89.8,1067.76,2139,147,6.51,159
,1068.3,2254,31.6,1832,70.2,1068.43,2300,1839.2,1681.9,78,1068.16,2231,189,9.24,204
,1068.72,2392,33.2,1880,70.2,1068.84,2438,1839.2,1960.2,56.1,1068.57,2346,216,10.92,219
,1069.12,2530,32.9,1856,70.2,1069.25,2576,1839.2,1972.3,48.2,1068.97,2484,213,11.55,216
,1069.53,2668,28,1792,70.2,1069.68,2668,1306.8,1863.4,40,1069.39,2622,210,11.97,210
,1069.95,2484,1.1,1144,70.2,1070.08,2277,1076.9,1500.4,96.9,1069.82,2599,21,1.68,0
,1070.36,1771,7.4,472,70.2,1070.5,1817,1500.4,1427.8,91.4,1070.23,2047,0,0,0
,1070.75,1748,33.5,1136,70.2,1070.87,1771,1899.7,1500.4,89.8,1070.62,1725,204,7.77,213
,1071.14,1817,41.2,1664,70.2,1071.28,1840,2057,1718.2,88.6,1071,1794,252,10.08,267
,1071.53,1886,42.5,1704,70.2,1071.67,1909,2081.2,1911.8,88.6,1071.4,1863,267,11.13,270
,1071.93,1955,41.7,1736,70.2,1072.07,1978,2069.1,2069.1,81.6,1071.79,1932,267,11.34,267
,1072.34,2024,41.2,1760,70.2,1072.47,2047,2141.7,2178,78.4,1072.2,2001,264,11.55,258
,1072.74,2093,42,1792,70.2,1072.86,2116,2214.3,2274.8,74.1,1072.61,2070,267,12.18,270
,1073.13,2162,42.5,1808,70.2,1073.28,2185,2238.5,2371.6,66.7,1073,2139,273,12.81,273
,1073.55,2231,40.6,1808,70.2,1073.7,2254,2129.6,2323.2,58.8,1073.42,2208,264,12.81,258
,1073.97,2300,39,1808,70.2,1074.11,2323,2020.7,2178,49.8,1073.83,2277,249,12.6,249
,1074.4,2369,36,1800,70.2,1074.54,2392,1827.1,1984.4,38.8,1074.26,2346,237,12.18,234
,1074.8,2415,33.2,1800,70.2,1074.94,2438,1863.4,1766.6,56.1,1074.66,2392,213,11.13,207
,1075.19,2461,32.4,1800,70.2,1075.32,2461,1694,1754.5,39.2,1075.08,2461,216,11.55,219
,1075.6,2484,22.5,1472,70.2,1075.74,2507,1415.7,1585.1,38.8,1075.46,2484,168,9.24,156
,1076.01,2507,13.7,968,70.2,1076.15,2484,1197.9,1391.5,51,1075.88,2507,108,6.09,99
,1076.4,2507,7.1,632,70.2,1076.52,2484,1173.7,1306.8,86.7,1076.27,2507,48,2.73,33
,1076.8,2461,4.9,600,70.2,1076.94,2484,1161.6,1379.4,87.8,1076.66,2484,33,1.89,30
,1077.23,2461,4.4,584,70.2,1077.37,2461,1149.5,1403.6,89,1077.08,2461,27,1.68,24
,1077.62,2438,2.5,536,70.2,1077.74,2438,1101.1,1391.5,93.3,1077.5,2438,18,0.84,12
,1078.02,2415,0.3,400,70.2,1078.14,2415,1076.9,1391.5,96.5,1077.88,2415,3,0.21,3
,1078.41,2392,0,424,70.2,1078.55,2392,1076.9,1391.5,96.5,1078.28,2392,0,0,0
,1078.81,2369,0,416,70.2,1078.93,2369,1076.9,1391.5,96.5,1078.69,2369,0,0,0
,1079.21,2346,0,416,70.2,1079.33,2346,1076.9,1379.4,96.9,1079.06,2346,0,0,0
,1079.62,2346,0,424,70.2,1079.75,2323,1076.9,1379.4,96.9,1079.48,2346,0,0,0
,1080.03,2323,0,416,70.2,1080.15,2323,1076.9,1367.3,96.9,1079.88,2323,0,0,0
,1080.41,2300,0.5,432,71.1,1080.54,2300,1089,1367.3,94.5,1080.28,2323,0,0,0
,1080.8,2300,1.6,488,71.1,1080.95,2300,1113.2,1367.3,90.6,1080.68,2300,6,0.21,6
,1081.22,2300,3.8,592,71.1,1081.33,2300,1137.4,1379.4,87.8,1081.09,2300,18,1.05,21
,1081.61,2300,5.5,704,71.1,1081.72,2300,1161.6,1403.6,87.5,1081.47,2300,27,1.47,30
,1081.99,2300,6.3,720,71.1,1082.13,2300,1161.6,1415.7,87.1,1081.86,2300,33,1.89,36
,1082.4,2300,6.3,736,71.1,1082.53,2300,1161.6,1427.8,87.1,1082.26,2300,36,1.89,36
,1082.79,2300,6.3,744,71.1,1082.91,2300,1161.6,1439.9,87.1,1082.67,2300,36,2.1,36
,1083.2,2300,6.3,744,71.1,1083.34,2300,1161.6,1439.9,87.1,1083.05,2300,36,1.89,39
,1083.6,2300,6.3,744,71.1,1083.74,2300,1161.6,1452,87.1,1083.46,2300,36,2.1,36
,1084.02,2300,6.9,768,71.1,1084.16,2300,1173.7,1452,87.1,1083.88,2300,39,2.1,39
,1084.45,2277,6.9,792,71.1,1084.58,2300,1173.7,1464.1,87.1,1084.3,2300,39,2.1,39
,1084.85,2300,7.4,840,71.1,1084.99,2300,1185.8,1464.1,64.3,1084.71,2300,42,2.31,45
,1085.27,2300,7.4,832,71.1,1085.41,2300,1185.8,1403.6,64.3,1085.13,2323,45,2.52,48
,1085.67,2300,7.7,856,71.1,1085.79,2300,1185.8,1306.8,67.8,1085.54,2300,45,2.31,48
,1086.07,2300,7.7,856,71.1,1086.21,2300,1197.9,1258.4,72.2,1085.93,2300,45,2.31,45
,1086.49,2323,8.8,888,71.1,1086.62,2323,1270.5,1246.3,76.5,1086.35,2300,51,2.73,51
,1086.91,2323,13.7,1120,71.1,1087.05,2323,1318.9,1306.8,71.8,1086.78,2323,78,3.99,87
,1087.33,2346,14.3,1088,71.1,1087.47,2346,1306.8,1355.2,65.9,1087.19,2346,90,4.62,90
,1087.75,2369,10.7,912,71.1,1087.88,2369,1222.1,1367.3,61.6,1087.61,2346,78,3.99,72
,1088.15,2369,7.1,704,71.1,1088.29,2346,1149.5,1306.8,87.1,1088.02,2369,48,2.73,39
,1088.57,2346,5.5,640,71.1,1088.7,2369,1149.5,1331,87.5,1088.43,2346,33,1.89,30
,1088.97,2346,4.9,640,71.1,1089.11,2346,1161.6,1343.1,87.1,1088.84,2346,30,1.68,27
,1089.4,2346,6.3,760,71.1,1089.52,2346,1173.7,1355.2,87.1,1089.25,2346,33,1.89,36
,1089.78,2369,9.6,944,71.1,1089.92,2346,1270.5,1379.4,71.4,1089.65,2346,45,2.52,48
,1090.2,2346,12.9,1064,71.1,1090.33,2369,1318.9,1403.6,67.8,1090.06,2346,75,3.78,78
,1090.59,2369,13.5,1088,71.1,1090.72,2369,1318.9,1427.8,64.3,1090.46,2346,84,4.41,87
,1090.98,2392,14.5,1136,71.1,1091.1,2392,1343.1,1415.7,63.9,1090.85,2369,87,4.62,90
,1091.38,2392,15.1,1184,71.1,1091.51,2392,1343.1,1403.6,63.9,1091.24,2392,93,5.04,93
,1091.79,2415,14.3,1096,71.1,1091.93,2415,1294.7,1391.5,62.7,1091.65,2415,93,5.04,90
,1092.21,2415,11.8,984,71.1,1092.35,2415,1282.6,1367.3,63.9,1092.07,2415,78,4.2,75
,1092.63,2438,11.3,984,71.1,1092.79,2438,1282.6,1343.1,65.5,1092.49,2438,69,3.78,69
,1093.04,2438,11.8,992,71.1,1093.17,2438,1318.9,1318.9,67.1,1092.92,2438,69,3.78,69
,1093.43,2461,13.7,1080,71.1,1093.55,2438,1355.2,1331,66.3,1093.29,2438,78,4.41,81
,1093.83,2461,14.8,1112,71.1,1093.96,2461,1355.2,1355.2,64.7,1093.69,2461,90,5.04,93
,1094.24,2484,14.8,1136,71.1,1094.37,2484,1355.2,1367.3,63.5,1094.1,2484,90,5.04,93
,1094.63,2484,14.3,1088,71.1,1094.77,2484,1367.3,1367.3,63.1,1094.49,2484,87,5.04,87
,1095.03,2507,17.3,1392,71.1,1095.17,2507,1427.8,1391.5,58.8,1094.9,2507,102,5.67,111
,1095.45,2530,22,1640,71.1,1095.58,2553,1573,1452,58,1095.32,2530,123,6.72,135
,1095.86,2576,24.4,1704,71.1,1095.99,2576,1621.4,1573,52.2,1095.72,2553,153,8.4,159
,1096.26,2599,22.2,1568,71.1,1096.38,2622,1452,1597.2,41.2,1096.12,2599,159,9.03,159
,1096.66,2622,16.2,1120,71.1,1096.8,2622,1379.4,1439.9,58,1096.52,2622,114,6.51,99
